G,Date,Start (ET),Venue,Opponent,Result,Tm,Opp,W,L,Streak,Attend.,LOG,Season,Team
8,2024-11-06,7:00p,Home,Orlando Magic,W,118,111,4,4,W 2,16218,2:20,2024,IND
9,2024-11-08,7:00p,Away,Charlotte Hornets,L,83,103,4,5,L 1,17024,2:13,2024,IND
10,2024-11-10,5:00p,Home,New York Knicks,W,132,121,5,5,W 1,17274,2:22,2024,IND
11,2024-11-13,7:00p,Away,Orlando Magic,L,90,94,5,6,L 1,17087,2:10,2024,IND
12,2024-11-15,7:00p,Home,Miami Heat,L,111,124,5,7,L 2,17274,2:10,2024,IND
13,2024-11-17,5:00p,Home,Miami Heat,W,119,110,6,7,W 1,16184,2:15,2024,IND
14,2024-11-18,7:30p,Away,Toronto Raptors,L,119,130,6,8,L 1,19025,2:16,2024,IND
15,2024-11-20,8:00p,Away,Houston Rockets,L,113,130,6,9,L 2,16087,2:18,2024,IND
16,2024-11-22,8:00p,Away,Milwaukee Bucks,L,117,129,6,10,L 3,17341,2:16,2024,IND
17,2024-11-24,5:00p,Home,Washington Wizards,W,115,103,7,10,W 1,17274,2:11,2024,IND
18,2024-11-25,7:00p,Home,New Orleans Pelicans,W,114,110,8,10,W 2,16059,2:10,2024,IND
19,2024-11-27,7:00p,Home,Portland Trail Blazers,W,121,114,9,10,W 3,17274,2:15,2024,IND
20,2024-11-29,8:00p,Home,Detroit Pistons,L,106,130,9,11,L 1,17274,2:11,2024,IND
21,2024-12-01,3:30p,Away,Memphis Grizzlies,L,121,136,9,12,L 2,15901,2:18,2024,IND
22,2024-12-03,7:30p,Away,Toronto Raptors,L,111,122,9,13,L 3,17741,2:17,2024,IND
23,2024-12-04,7:30p,Away,Brooklyn Nets,L,90,99,9,14,L 4,16748,2:16,2024,IND
24,2024-12-06,8:00p,Away,Chicago Bulls,W,132,123,10,14,W 1,19544,2:00,2024,IND
25,2024-12-08,5:00p,Home,Charlotte Hornets,L,109,113,10,15,L 1,17274,2:22,2024,IND
26,2024-12-13,7:00p,Away,Philadelphia 76ers,W,121,107,11,15,W 1,19771,2:17,2024,IND
27,2024-12-15,5:00p,Home,New Orleans Pelicans,W,119,104,12,15,W 2,16792,2:08,2024,IND
28,2024-12-19,9:00p,Away,Phoenix Suns,W,120,111,13,15,W 3,17071,2:17,2024,IND
29,2024-12-22,6:00p,Away,Sacramento Kings,W,122,95,14,15,W 4,17832,2:00,2024,IND
30,2024-12-23,10:00p,Away,Golden State Warriors,W,111,105,15,15,W 5,18064,2:13,2024,IND
31,2024-12-26,7:00p,Home,Oklahoma City Thunder,L,114,120,15,16,L 1,17274,2:11,2024,IND
32,2024-12-27,7:30p,Away,Boston Celtics,L,105,142,15,17,L 2,19156,2:08,2024,IND
33,2024-12-29,6:00p,Away,Boston Celtics,W,123,114,16,17,W 1,19156,2:13,2024,IND
34,2024-12-31,3:00p,Home,Milwaukee Bucks,L,112,120,16,18,L 1,17274,2:24,2024,IND
35,2025-01-02,7:30p,Away,Miami Heat,W,128,115,17,18,W 1,19959,2:05,2024,IND
36,2025-01-04,7:00p,Home,Phoenix Suns,W,126,108,18,18,W 2,17274,2:07,2024,IND
37,2025-01-06,7:30p,Away,Brooklyn Nets,W,113,99,19,18,W 3,16088,2:12,2024,IND
38,2025-01-08,7:00p,Home,Chicago Bulls,W,129,113,20,18,W 4,16758,2:15,2024,IND
39,2025-01-10,7:00p,Home,Golden State Warriors,W,108,96,21,18,W 5,17274,2:03,2024,IND
40,2025-01-12,6:00p,Away,Cleveland Cavaliers,W,108,93,22,18,W 6,19432,2:08,2024,IND
41,2025-01-14,7:00p,Home,Cleveland Cavaliers,L,117,127,22,19,L 1,16035,2:26,2024,IND
42,2025-01-16,7:00p,Away,Detroit Pistons,W,111,100,23,19,W 1,16366,2:16,2024,IND
43,2025-01-18,7:00p,Home,Philadelphia 76ers,W,115,102,24,19,W 2,17274,2:20,2024,IND
44,2025-01-23,2:00p,Home,San Antonio Spurs,L,110,140,24,20,L 1,15935,2:02,2024,IND
45,2025-01-25,12:00p,Away,San Antonio Spurs,W,136,98,25,20,W 1,15979,2:22,2024,IND
46,2025-01-29,7:00p,Home,Detroit Pistons,W,133,119,26,20,W 2,16275,2:23,2024,IND
47,2025-02-01,5:00p,Home,Atlanta Hawks,W,132,127,27,20,W 3,17274,2:28,2024,IND
48,2025-02-03,9:00p,Away,Utah Jazz,W,112,111,28,20,W 4,18175,2:23,2024,IND
49,2025-02-04,10:00p,Away,Portland Trail Blazers,L,89,112,28,21,L 1,16005,2:10,2024,IND
50,2025-02-06,10:30p,Away,Los Angeles Clippers,W,119,112,29,21,W 1,13458,2:14,2024,IND
51,2025-02-08,4:00p,Away,Los Angeles Lakers,L,117,124,29,22,L 1,18997,2:37,2024,IND
52,2025-02-11,7:30p,Home,New York Knicks,L,115,128,29,23,L 2,16685,2:26,2024,IND
53,2025-02-12,7:00p,Away,Washington Wizards,W,134,130,30,23,W 1,11457,2:35,2024,IND
54,2025-02-20,7:00p,Home,Memphis Grizzlies,W,127,113,31,23,W 2,17274,2:13,2024,IND
55,2025-02-23,5:00p,Home,Los Angeles Clippers,W,129,111,32,23,W 3,16950,2:19,2024,IND
56,2025-02-24,7:00p,Home,Denver Nuggets,L,116,125,32,24,L 1,16549,2:09,2024,IND
57,2025-02-26,7:00p,Home,Toronto Raptors,W,111,91,33,24,W 1,16596,2:05,2024,IND
58,2025-02-28,8:00p,Away,Miami Heat,L,120,125,33,25,L 1,19850,2:07,2024,IND
59,2025-03-02,5:00p,Home,Chicago Bulls,W,127,112,34,25,W 1,17028,2:05,2024,IND
60,2025-03-04,7:00p,Home,Houston Rockets,W,115,102,35,25,W 2,15513,2:09,2024,IND
61,2025-03-06,7:30p,Away,Atlanta Hawks,L,118,124,35,26,L 1,15656,2:14,2024,IND
62,2025-03-08,7:30p,Away,Atlanta Hawks,L,118,120,35,27,L 2,17057,2:32,2024,IND
63,2025-03-10,8:00p,Away,Chicago Bulls,L,103,121,35,28,L 3,20697,2:09,2024,IND
64,2025-03-11,7:30p,Home,Milwaukee Bucks,W,115,114,36,28,W 1,15008,2:30,2024,IND
65,2025-03-14,7:00p,Away,Philadelphia 76ers,W,112,100,37,28,W 2,19758,2:10,2024,IND
66,2025-03-15,8:00p,Away,Milwaukee Bucks,L,119,126,37,29,L 1,17729,2:19,2024,IND
67,2025-03-17,8:00p,Away,Minnesota Timberwolves,W,132,130,38,29,W 1,17955,2:48,2024,IND
68,2025-03-19,7:00p,Home,Dallas Mavericks,W,135,131,39,29,W 2,15078,2:30,2024,IND
69,2025-03-20,7:00p,Home,Brooklyn Nets,W,105,99,40,29,W 3,15008,2:37,2024,IND
70,2025-03-22,5:00p,Home,Brooklyn Nets,W,108,103,41,29,W 4,17274,2:23,2024,IND
71,2025-03-24,7:00p,Home,Minnesota Timberwolves,W,119,103,42,29,W 5,17274,2:07,2024,IND
72,2025-03-26,7:30p,Home,Los Angeles Lakers,L,119,120,42,30,L 1,17274,2:18,2024,IND
73,2025-03-27,7:00p,Away,Washington Wizards,W,162,109,43,30,W 1,15393,2:05,2024,IND
74,2025-03-29,8:00p,Away,Oklahoma City Thunder,L,111,132,43,31,L 1,18203,2:08,2024,IND
75,2025-03-31,7:00p,Home,Sacramento Kings,W,111,109,44,31,W 1,16341,2:07,2024,IND
76,2025-04-02,7:00p,Home,Charlotte Hornets,W,119,105,45,31,W 2,16042,2:04,2024,IND
77,2025-04-04,7:00p,Home,Utah Jazz,W,140,112,46,31,W 3,17274,2:13,2024,IND
78,2025-04-06,8:00p,Away,Denver Nuggets,W,125,120,47,31,W 4,19932,2:16,2024,IND
79,2025-04-08,7:00p,Home,Washington Wizards,W,104,98,48,31,W 5,16144,2:07,2024,IND
80,2025-04-10,7:00p,Home,Cleveland Cavaliers,W,114,112,49,31,W 6,17020,2:21,2024,IND
81,2025-04-11,7:00p,Home,Orlando Magic,L,115,129,49,32,L 1,17010,2:19,2024,IND
82,2025-04-13,1:00p,Away,Cleveland Cavaliers,W,126,118,50,32,W 1,19432,2:48,2024,IND
1,2024-10-23,7:30p,Away,Philadelphia 76ers,W,124,109,1,0,W 1,19754,2:28,2024,MIL
2,2024-10-25,8:00p,Home,Chicago Bulls,L,122,133,1,1,L 1,17790,2:13,2024,MIL
3,2024-10-27,6:00p,Away,Brooklyn Nets,L,102,115,1,2,L 2,17926,2:19,2024,MIL
4,2024-10-28,7:30p,Away,Boston Celtics,L,108,119,1,3,L 3,19156,2:18,2024,MIL
5,2024-10-31,8:00p,Away,Memphis Grizzlies,L,99,122,1,4,L 4,15377,2:12,2024,MIL
6,2024-11-02,8:00p,Home,Cleveland Cavaliers,L,113,114,1,5,L 5,17341,2:15,2024,MIL
7,2024-11-04,7:00p,Away,Cleveland Cavaliers,L,114,116,1,6,L 6,19432,2:02,2024,MIL
8,2024-11-07,8:00p,Home,Utah Jazz,W,123,100,2,6,W 1,17341,2:14,2024,MIL
9,2024-11-08,7:30p,Away,New York Knicks,L,94,116,2,7,L 1,19812,2:07,2024,MIL
10,2024-11-10,3:30p,Home,Boston Celtics,L,107,113,2,8,L 2,17341,2:16,2024,MIL
11,2024-11-12,8:00p,Home,Toronto Raptors,W,99,85,3,8,W 1,17341,2:14,2024,MIL
12,2024-11-13,8:00p,Home,Detroit Pistons,W,127,120,4,8,W 2,17341,2:43,2024,MIL
13,2024-11-16,3:00p,Away,Charlotte Hornets,L,114,115,4,9,L 1,19145,2:15,2024,MIL
14,2024-11-18,8:00p,Home,Houston Rockets,W,101,100,5,9,W 1,17341,2:12,2024,MIL
15,2024-11-20,7:30p,Home,Chicago Bulls,W,122,106,6,9,W 2,17341,2:18,2024,MIL
16,2024-11-22,8:00p,Home,Indiana Pacers,W,129,117,7,9,W 3,17341,2:16,2024,MIL
17,2024-11-23,8:00p,Home,Charlotte Hornets,W,125,119,8,9,W 4,17341,2:21,2024,MIL
18,2024-11-26,7:30p,Away,Miami Heat,W,106,103,9,9,W 5,19622,2:21,2024,MIL
19,2024-11-30,8:00p,Home,Washington Wizards,W,124,114,10,9,W 6,17341,2:20,2024,MIL
20,2024-12-03,7:00p,Away,Detroit Pistons,W,128,107,11,9,W 7,17988,2:10,2024,MIL
21,2024-12-04,8:00p,Home,Atlanta Hawks,L,104,119,11,10,L 1,17341,2:21,2024,MIL
22,2024-12-06,7:30p,Away,Boston Celtics,L,105,111,11,11,L 2,19156,2:16,2024,MIL
23,2024-12-08,3:30p,Away,Brooklyn Nets,W,118,113,12,11,W 1,17926,2:19,2024,MIL
26,2024-12-20,7:30p,Away,Cleveland Cavaliers,L,101,124,14,12,L 1,19432,2:03,2024,MIL
27,2024-12-21,8:00p,Home,Washington Wizards,W,112,101,15,12,W 1,17341,1:54,2024,MIL
28,2024-12-23,8:00p,Away,Chicago Bulls,W,112,91,16,12,W 2,21234,2:02,2024,MIL
29,2024-12-26,8:00p,Home,Brooklyn Nets,L,105,111,16,13,L 1,17957,2:16,2024,MIL
30,2024-12-28,8:00p,Away,Chicago Bulls,L,111,116,16,14,L 2,21511,2:10,2024,MIL
31,2024-12-31,3:00p,Away,Indiana Pacers,W,120,112,17,14,W 1,17274,2:24,2024,MIL
32,2025-01-02,8:00p,Home,Brooklyn Nets,L,110,113,17,15,L 1,17341,2:27,2024,MIL
33,2025-01-04,8:00p,Home,Portland Trail Blazers,L,102,105,17,16,L 2,17595,2:01,2024,MIL
34,2025-01-06,7:30p,Away,Toronto Raptors,W,128,104,18,16,W 1,17829,2:05,2024,MIL
35,2025-01-08,9:30p,Home,San Antonio Spurs,W,121,105,19,16,W 2,17341,2:10,2024,MIL
36,2025-01-10,7:00p,Away,Orlando Magic,W,109,106,20,16,W 3,18846,2:24,2024,MIL
37,2025-01-12,3:00p,Away,New York Knicks,L,106,140,20,17,L 1,19812,2:14,2024,MIL
38,2025-01-14,8:00p,Home,Sacramento Kings,W,130,115,21,17,W 1,17341,2:08,2024,MIL
39,2025-01-15,8:00p,Home,Orlando Magic,W,122,93,22,17,W 2,17341,2:13,2024,MIL
40,2025-01-17,8:00p,Home,Toronto Raptors,W,130,112,23,17,W 3,17341,2:17,2024,MIL
41,2025-01-19,7:00p,Home,Philadelphia 76ers,W,123,109,24,17,W 4,17345,2:09,2024,MIL
42,2025-01-23,8:30p,Home,Miami Heat,W,125,96,25,17,W 5,17341,2:16,2024,MIL
43,2025-01-25,10:30p,Away,Los Angeles Clippers,L,117,127,25,18,L 1,17927,2:22,2024,MIL
44,2025-01-27,9:00p,Away,Utah Jazz,W,125,110,26,18,W 1,18175,2:13,2024,MIL
45,2025-01-28,10:00p,Away,Portland Trail Blazers,L,112,125,26,19,L 1,17030,2:20,2024,MIL
46,2025-01-31,8:00p,Away,San Antonio Spurs,L,118,144,26,20,L 2,17804,2:21,2024,MIL
47,2025-02-02,8:30p,Home,Memphis Grizzlies,L,119,132,26,21,L 3,17341,2:18,2024,MIL
48,2025-02-03,8:00p,Away,Oklahoma City Thunder,L,96,125,26,22,L 4,17677,2:00,2024,MIL
49,2025-02-05,7:00p,Away,Charlotte Hornets,W,112,102,27,22,W 1,14385,2:00,2024,MIL
50,2025-02-07,7:30p,Away,Atlanta Hawks,L,110,115,27,23,L 1,16378,2:11,2024,MIL
51,2025-02-09,2:00p,Home,Philadelphia 76ers,W,135,127,28,23,W 1,17341,2:20,2024,MIL
52,2025-02-10,8:00p,Home,Golden State Warriors,L,111,125,28,24,L 1,17341,2:23,2024,MIL
53,2025-02-12,8:00p,Away,Minnesota Timberwolves,W,103,101,29,24,W 1,18978,2:06,2024,MIL
54,2025-02-20,8:00p,Home,Los Angeles Clippers,W,116,110,30,24,W 2,17341,2:20,2024,MIL
55,2025-02-21,7:00p,Away,Washington Wizards,W,104,101,31,24,W 3,18865,2:23,2024,MIL
56,2025-02-23,6:00p,Home,Miami Heat,W,120,113,32,24,W 4,17442,2:18,2024,MIL
57,2025-02-25,8:00p,Away,Houston Rockets,L,97,100,32,25,L 1,18055,2:14,2024,MIL
58,2025-02-27,8:00p,Home,Denver Nuggets,W,121,112,33,25,W 1,17566,2:15,2024,MIL
59,2025-03-01,8:30p,Away,Dallas Mavericks,W,132,117,34,25,W 2,20272,2:16,2024,MIL
60,2025-03-04,7:30p,Away,Atlanta Hawks,W,127,121,35,25,W 3,16008,2:12,2024,MIL
61,2025-03-05,8:00p,Home,Dallas Mavericks,W,137,107,36,25,W 4,17341,1:55,2024,MIL
62,2025-03-08,8:00p,Home,Orlando Magic,L,109,111,36,26,L 1,17815,2:27,2024,MIL
63,2025-03-09,8:00p,Home,Cleveland Cavaliers,L,100,112,36,27,L 2,17355,2:12,2024,MIL
64,2025-03-11,7:30p,Away,Indiana Pacers,L,114,115,36,28,L 3,15008,2:30,2024,MIL
65,2025-03-13,7:30p,Home,Los Angeles Lakers,W,126,106,37,28,W 1,18017,2:25,2024,MIL
66,2025-03-15,8:00p,Home,Indiana Pacers,W,126,119,38,28,W 2,17729,2:19,2024,MIL
67,2025-03-16,9:00p,Home,Oklahoma City Thunder,L,105,121,38,29,L 1,17341,2:30,2024,MIL
68,2025-03-18,10:00p,Away,Golden State Warriors,L,93,104,38,30,L 2,18064,2:32,2024,MIL
69,2025-03-20,10:30p,Away,Los Angeles Lakers,W,118,89,39,30,W 1,17709,2:10,2024,MIL
70,2025-03-22,10:00p,Away,Sacramento Kings,W,114,108,40,30,W 2,16911,2:10,2024,MIL
71,2025-03-24,10:00p,Away,Phoenix Suns,L,106,108,40,31,L 1,17071,2:24,2024,MIL
72,2025-03-26,9:00p,Away,Denver Nuggets,L,117,127,40,32,L 2,19641,2:04,2024,MIL
73,2025-03-28,8:00p,Home,New York Knicks,L,107,116,40,33,L 3,17605,2:09,2024,MIL
74,2025-03-30,7:00p,Home,Atlanta Hawks,L,124,145,40,34,L 4,17341,2:26,2024,MIL
75,2025-04-01,7:30p,Home,Phoenix Suns,W,133,123,41,34,W 1,17341,2:28,2024,MIL
76,2025-04-03,7:00p,Away,Philadelphia 76ers,W,126,113,42,34,W 2,19763,2:13,2024,MIL
77,2025-04-05,8:00p,Away,Miami Heat,W,121,115,43,34,W 3,19734,2:33,2024,MIL
78,2025-04-06,8:30p,Away,New Orleans Pelicans,W,111,107,44,34,W 4,17561,2:06,2024,MIL
79,2025-04-08,8:00p,Home,Minnesota Timberwolves,W,110,103,45,34,W 5,17341,2:17,2024,MIL
80,2025-04-10,8:00p,Home,New Orleans Pelicans,W,136,111,46,34,W 6,17341,2:06,2024,MIL
81,2025-04-11,7:00p,Away,Detroit Pistons,W,125,119,47,34,W 7,20062,2:21,2024,MIL
82,2025-04-13,1:00p,Home,Detroit Pistons,W,140,133,48,34,W 8,17796,2:23,2024,MIL
1,2024-10-23,7:00p,Home,Indiana Pacers,L,109,115,0,1,L 1,20062,2:23,2024,DET
2,2024-10-25,7:30p,Away,Cleveland Cavaliers,L,101,113,0,2,L 2,19432,2:10,2024,DET
3,2024-10-26,7:00p,Home,Boston Celtics,L,118,124,0,3,L 3,19311,2:18,2024,DET
4,2024-10-28,7:30p,Away,Miami Heat,L,98,106,0,4,L 4,19626,2:18,2024,DET
5,2024-10-30,7:00p,Away,Philadelphia 76ers,W,105,95,1,4,W 1,19759,2:15,2024,DET
6,2024-11-01,7:00p,Home,New York Knicks,L,98,128,1,5,L 1,17022,1:55,2024,DET
7,2024-11-03,3:30p,Away,Brooklyn Nets,W,106,92,2,5,W 1,17086,2:22,2024,DET
8,2024-11-04,7:30p,Home,Los Angeles Lakers,W,115,103,3,5,W 2,20062,2:15,2024,DET
9,2024-11-06,7:00p,Away,Charlotte Hornets,L,107,108,3,6,L 1,13247,2:11,2024,DET
10,2024-11-08,7:00p,Home,Atlanta Hawks,W,122,121,4,6,W 1,17913,2:19,2024,DET
11,2024-11-10,3:00p,Home,Houston Rockets,L,99,101,4,7,L 1,18744,2:21,2024,DET
12,2024-11-12,7:00p,Home,Miami Heat,W,123,121,5,7,W 1,17806,2:36,2024,DET
13,2024-11-13,8:00p,Away,Milwaukee Bucks,L,120,127,5,8,L 1,17341,2:43,2024,DET
14,2024-11-15,7:00p,Away,Toronto Raptors,W,99,95,6,8,W 1,19245,2:20,2024,DET
15,2024-11-17,6:00p,Away,Washington Wizards,W,124,104,7,8,W 2,14789,2:08,2024,DET
16,2024-11-18,7:00p,Home,Chicago Bulls,L,112,122,7,9,L 1,18022,2:09,2024,DET
17,2024-11-21,7:00p,Away,Charlotte Hornets,L,121,123,7,10,L 2,14671,2:39,2024,DET
18,2024-11-23,7:00p,Away,Orlando Magic,L,100,111,7,11,L 3,19094,2:13,2024,DET
19,2024-11-25,7:00p,Home,Toronto Raptors,W,102,100,8,11,W 1,18421,2:24,2024,DET
20,2024-11-27,8:00p,Away,Memphis Grizzlies,L,111,131,8,12,L 1,16261,2:11,2024,DET
21,2024-11-29,8:00p,Away,Indiana Pacers,W,130,106,9,12,W 1,17274,2:11,2024,DET
22,2024-11-30,7:00p,Home,Philadelphia 76ers,L,96,111,9,13,L 1,22062,2:12,2024,DET
23,2024-12-03,7:00p,Home,Milwaukee Bucks,L,107,128,9,14,L 2,17988,2:10,2024,DET
24,2024-12-04,7:30p,Away,Boston Celtics,L,120,130,9,15,L 3,19156,2:12,2024,DET
25,2024-12-07,7:30p,Away,New York Knicks,W,120,111,10,15,W 1,19812,2:15,2024,DET
26,2024-12-12,7:30p,Away,Boston Celtics,L,99,123,10,16,L 1,19156,1:57,2024,DET
27,2024-12-16,7:00p,Home,Miami Heat,W,125,124,11,16,W 1,17810,2:35,2024,DET
28,2024-12-19,7:00p,Home,Utah Jazz,L,119,126,11,17,L 1,18022,2:32,2024,DET
29,2024-12-21,9:00p,Away,Phoenix Suns,W,133,125,12,17,W 1,17071,2:22,2024,DET
30,2024-12-23,10:30p,Away,Los Angeles Lakers,W,117,114,13,17,W 2,18997,2:11,2024,DET
31,2024-12-26,10:00p,Away,Sacramento Kings,W,114,113,14,17,W 3,17832,2:22,2024,DET
32,2024-12-28,9:00p,Away,Denver Nuggets,L,121,134,14,18,L 1,19876,2:19,2024,DET
33,2025-01-01,7:00p,Home,Orlando Magic,W,105,96,15,18,W 1,19399,2:17,2024,DET
34,2025-01-03,7:00p,Home,Charlotte Hornets,W,98,94,16,18,W 2,18866,2:22,2024,DET
35,2025-01-04,7:00p,Home,Minnesota Timberwolves,W,119,105,17,18,W 3,20062,2:14,2024,DET
36,2025-01-06,7:00p,Home,Portland Trail Blazers,W,118,115,18,18,W 4,16002,2:09,2024,DET
37,2025-01-08,7:30p,Away,Brooklyn Nets,W,113,98,19,18,W 5,16098,2:07,2024,DET
38,2025-01-09,7:00p,Home,Golden State Warriors,L,104,107,19,19,L 1,20062,2:25,2024,DET
39,2025-01-11,7:00p,Home,Toronto Raptors,W,123,114,20,19,W 1,19011,2:15,2024,DET
40,2025-01-13,7:30p,Away,New York Knicks,W,124,119,21,19,W 2,19812,2:17,2024,DET
41,2025-01-16,7:00p,Home,Indiana Pacers,L,100,111,21,20,L 1,16366,2:16,2024,DET
42,2025-01-18,4:00p,Home,Phoenix Suns,L,121,125,21,21,L 2,20062,2:27,2024,DET
43,2025-01-20,2:00p,Away,Houston Rockets,W,107,96,22,21,W 1,18055,2:04,2024,DET
44,2025-01-22,7:30p,Away,Atlanta Hawks,W,114,104,23,21,W 2,13983,2:07,2024,DET
45,2025-01-25,7:00p,Away,Orlando Magic,L,113,121,23,22,L 1,19489,2:45,2024,DET
46,2025-01-27,7:00p,Away,Cleveland Cavaliers,L,91,110,23,23,L 2,19432,2:07,2024,DET
47,2025-01-29,7:00p,Away,Indiana Pacers,L,119,133,23,24,L 3,16275,2:23,2024,DET
48,2025-01-31,7:00p,Home,Dallas Mavericks,W,117,102,24,24,W 1,20062,2:06,2024,DET
49,2025-02-02,3:00p,Home,Chicago Bulls,W,127,119,25,24,W 2,20062,2:08,2024,DET
50,2025-02-03,7:00p,Home,Atlanta Hawks,L,130,132,25,25,L 1,15988,2:28,2024,DET
51,2025-02-05,7:00p,Home,Cleveland Cavaliers,L,115,118,25,26,L 2,18734,2:34,2024,DET
52,2025-02-07,7:30p,Home,Philadelphia 76ers,W,125,112,26,26,W 1,19241,2:29,2024,DET
53,2025-02-09,1:00p,Home,Charlotte Hornets,W,112,102,27,26,W 2,18740,2:15,2024,DET
54,2025-02-11,8:00p,Away,Chicago Bulls,W,132,92,28,26,W 3,18321,2:01,2024,DET
55,2025-02-12,8:00p,Away,Chicago Bulls,W,128,110,29,26,W 4,18916,2:20,2024,DET
56,2025-02-21,8:30p,Away,San Antonio Spurs,W,125,110,30,26,W 5,16143,2:11,2024,DET
57,2025-02-23,6:00p,Away,Atlanta Hawks,W,148,143,31,26,W 6,17051,2:30,2024,DET
58,2025-02-24,7:00p,Home,Los Angeles Clippers,W,106,97,32,26,W 7,18989,2:25,2024,DET
59,2025-02-26,7:00p,Home,Boston Celtics,W,117,97,33,26,W 8,20062,2:01,2024,DET
60,2025-02-28,7:00p,Home,Denver Nuggets,L,119,134,33,27,L 1,20062,2:14,2024,DET
61,2025-03-01,7:00p,Home,Brooklyn Nets,W,115,94,34,27,W 1,20062,2:23,2024,DET
62,2025-03-03,9:00p,Away,Utah Jazz,W,134,106,35,27,W 2,18175,2:19,2024,DET
63,2025-03-05,10:30p,Away,Los Angeles Clippers,L,115,123,35,28,L 1,17927,2:14,2024,DET
64,2025-03-08,8:30p,Away,Golden State Warriors,L,110,115,35,29,L 2,18064,2:44,2024,DET
65,2025-03-09,9:00p,Away,Portland Trail Blazers,W,119,112,36,29,W 1,19661,2:22,2024,DET
66,2025-03-11,7:00p,Home,Washington Wizards,W,123,103,37,29,W 2,17699,2:14,2024,DET
67,2025-03-13,7:00p,Home,Washington Wizards,L,125,129,37,30,L 1,20062,2:32,2024,DET
68,2025-03-15,7:00p,Home,Oklahoma City Thunder,L,107,113,37,31,L 2,20062,2:34,2024,DET
69,2025-03-17,8:00p,Away,New Orleans Pelicans,W,127,81,38,31,W 1,17398,2:16,2024,DET
70,2025-03-19,7:30p,Away,Miami Heat,W,116,113,39,31,W 2,19600,2:21,2024,DET
71,2025-03-21,8:30p,Away,Dallas Mavericks,L,117,123,39,32,L 1,20071,2:27,2024,DET
72,2025-03-23,3:00p,Home,New Orleans Pelicans,W,136,130,40,32,W 1,20062,2:27,2024,DET
73,2025-03-25,7:00p,Home,San Antonio Spurs,W,122,96,41,32,W 2,19511,2:06,2024,DET
74,2025-03-28,7:00p,Home,Cleveland Cavaliers,W,133,122,42,32,W 3,20062,2:29,2024,DET
75,2025-03-30,7:00p,Away,Minnesota Timberwolves,L,104,123,42,33,L 1,18978,2:37,2024,DET
76,2025-04-02,9:30p,Away,Oklahoma City Thunder,L,103,119,42,34,L 2,18203,2:23,2024,DET
77,2025-04-04,7:30p,Away,Toronto Raptors,W,117,105,43,34,W 1,19491,2:15,2024,DET
78,2025-04-05,7:00p,Home,Memphis Grizzlies,L,103,109,43,35,L 1,20062,2:23,2024,DET
79,2025-04-07,7:00p,Home,Sacramento Kings,L,117,127,43,36,L 2,19208,2:24,2024,DET
80,2025-04-10,7:00p,Home,New York Knicks,W,115,106,44,36,W 1,20062,2:16,2024,DET
81,2025-04-11,7:00p,Home,Milwaukee Bucks,L,119,125,44,37,L 1,20062,2:21,2024,DET
82,2025-04-13,1:00p,Away,Milwaukee Bucks,L,133,140,44,38,L 2,17796,2:23,2024,DET
1,2024-10-23,7:30p,Away,Miami Heat,W,116,97,1,0,W 1,19630,2:31,2024,ORL
2,2024-10-25,7:00p,Home,Brooklyn Nets,W,116,101,2,0,W 2,19087,2:31,2024,ORL
3,2024-10-26,8:00p,Away,Memphis Grizzlies,L,111,124,2,1,L 1,17809,2:16,2024,ORL
4,2024-10-28,7:00p,Home,Indiana Pacers,W,119,115,3,1,W 1,18846,2:31,2024,ORL
5,2024-10-30,8:00p,Away,Chicago Bulls,L,99,102,3,2,L 1,19015,2:19,2024,ORL
6,2024-11-01,7:00p,Away,Cleveland Cavaliers,L,109,120,3,3,L 2,19432,2:20,2024,ORL
7,2024-11-03,7:30p,Away,Dallas Mavericks,L,85,108,3,4,L 3,19977,2:19,2024,ORL
8,2024-11-04,9:15p,Away,Oklahoma City Thunder,L,86,102,3,5,L 4,17044,2:15,2024,ORL
9,2024-11-06,7:00p,Away,Indiana Pacers,L,111,118,3,6,L 5,16218,2:20,2024,ORL
10,2024-11-08,7:00p,Home,New Orleans Pelicans,W,115,88,4,6,W 1,18565,2:07,2024,ORL
11,2024-11-10,6:00p,Home,Washington Wizards,W,121,94,5,6,W 2,18352,2:20,2024,ORL
12,2024-11-12,7:00p,Home,Charlotte Hornets,W,114,89,6,6,W 3,17541,2:12,2024,ORL
13,2024-11-13,7:00p,Home,Indiana Pacers,W,94,90,7,6,W 4,17087,2:10,2024,ORL
14,2024-11-15,7:00p,Home,Philadelphia 76ers,W,98,86,8,6,W 5,17843,2:25,2024,ORL
15,2024-11-18,9:00p,Away,Phoenix Suns,W,109,99,9,6,W 6,17071,2:21,2024,ORL
16,2024-11-20,10:30p,Away,Los Angeles Clippers,L,93,104,9,7,L 1,16563,2:16,2024,ORL
17,2024-11-21,10:30p,Away,Los Angeles Lakers,W,119,118,10,7,W 1,18997,2:21,2024,ORL
18,2024-11-23,7:00p,Home,Detroit Pistons,W,111,100,11,7,W 2,19094,2:13,2024,ORL
19,2024-11-25,7:00p,Away,Charlotte Hornets,W,95,84,12,7,W 3,14898,2:20,2024,ORL
20,2024-11-27,7:00p,Home,Chicago Bulls,W,133,119,13,7,W 4,18309,2:12,2024,ORL
21,2024-11-29,7:30p,Away,Brooklyn Nets,W,123,100,14,7,W 5,18143,2:13,2024,ORL
